,Tipo_Comida,Calificacion_Comentario,Comentario,Comentario corregido
332,"Parrillada, Bar, Parrilla, Pub",positive,"El propietario, Dave, realmente poner un montón de pensamiento y calidad en este lugar. La carne y el pan son importados por ejemplo, y él hace que sus propias patatas fritas desde cero. Tiene una docena de par cervezas de barril a precios razonables. Para mí, la hamburguesa con salsa Chipotle es una de las mejores hamburguesas que he tenido. Él tiene un personal maravilloso y una clientela respetable. Por suerte, este no es un ""gringo bar"" llena de jóvenes borrachos ruidoso boca vieja gringos. Si eso es lo que quieres, vete a otro sitio. Este es el lugar al que ir para un ""bar de comida"" hecho justo y un buen ambiente limpio. Me volvería a alojar con las hamburguesas, y evitar las alas. He tenido mejor en otro lugar. El sándwich Rueben es buena, pero es difícil de justificar el precio de $12.","El propietario, Dave, realmente poner un montón de pensamiento y calidad en este lugar. La carne y el pan son importados por ejemplo, y él hace que sus propias patatas fritas desde cero. Tiene una docena de par cervezas de barril a precios razonables. Para mí, la hamburguesa con salsa Chipotle es una de las mejores hamburguesas que he tenido. Él tiene un personal maravilloso y una clientela respetable. Por suerte, este no es un ""gringo bar"" llena de jóvenes borrachos ruidoso boca vieja gringos. Si eso es lo que quieres, vete a otro sitio. Este es el lugar al que ir para un ""bar de comida"" hecho justo y un buen ambiente limpio. Me volvería a alojar con las hamburguesas, y evitar las alas. He tenido mejor en otro lugar. El sándwich Rueben es buena, pero es difícil de justificar el precio de $12."
333,"Bar, Pub, Churrasquería, Internacional",positive,"La Vanity Burger y la Philly Steak son las mejores que he probado, 100% carne premium y con promos de cerveza todos los días.","La Vanity Burger y la Philly Steak son las mejores que he probado, 100% carne premium y con promos de cerveza todos los días."
334,"Europea, Costarricense, Fusión, Sudamericana",positive,"Hemos comido aquí varias veces durante el año pasado. Para ser consistente en este negocio significa todo! Soñamos con el tomate, aguacate, ensalada de corazones de Palm! Pasta está perfectamente preparado. raciones son más que adecuadas. Me encanta este lugar!","Hemos comido aquí varias veces durante el año pasado. Para ser consistente en este negocio significa todo! Soñamos con el tomate, aguacate, ensalada de corazones de Palm! Pasta está perfectamente preparado. raciones son más que adecuadas. Me encanta este lugar!"
335,"Estadounidense, Europea, Británica, Australiana, Costarricense, Bar, Comida rápida",positive,"El sabor de la comida fue excelente, tienen muchas opciones diferentes depende del gusto, la ubicacion es genial tambien pero lo que supero la comida fue la atencion y el servicio, nos atendieron super y fueron super serviciales, definitivamente un lugar mas para volver! Ojala abran un local en San Jose, seria un llenazo!","El sabor de la comida fue excelente, tienen muchas opciones diferentes depende del gusto, la ubicacion es genial tambien pero lo que supero la comida fue la atencion y el servicio, nos atendieron super y fueron super serviciales, definitivamente un lugar mas para volver! Ojala abran un local en San Jose, seria un llenazo!"
336,"Churrasquería, Mariscos",positive,"La comida en este restaurante es excelente, un ambiente super chevere,  aconsejo para cenar  entraña y pato","La comida en este restaurante es excelente, un ambiente super chevere,  aconsejo para cenar  entraña y pato"
337,Churrasquería,positive,"Fuimos un domingo a la hora del almuerzo, el espacio del restaurante es amplio y tiene una distribución agradable, nos sentamos junto a las ventanas que dan al jardín, es importante que un restaurante como este que está en un sitio caliente tenga buen aire acondicionado pues a mitad del almuerzo teníamos mucho calor ya que apenas el aire acondicionado se sentía. La atención de los meseros fue muy profesional aunque hubiera deseado que el flameado del lomito que ordenamos lo hubieran hecho cerca de nosotros pues de lo contrario no le veo ningún sentido el hacerlo y bien se podría hacer en la cocina. El corte de la carne estaba sabroso y las salsas de gorgonzola y pimienta estaban buenas pero nada extraordinarias, de muy baja calificación la ensalada que acompaña las carnes que eran simples hojas de lechuga con un aderezo a base de mostaza, así de simple y sencillo, que no me esperaba de un restaurante de esta categoría. De postre el creme broule estaba sabroso pero nada tampoco que escribir. ","Fuimos un domingo a la hora del almuerzo, el espacio del restaurante es amplio y tiene una distribución agradable, nos sentamos junto a las ventanas que dan al jardín, es importante que un restaurante como este que está en un sitio caliente tenga buen aire acondicionado pues a mitad del almuerzo teníamos mucho calor ya que apenas el aire acondicionado se sentía. La atención de los meseros fue muy profesional aunque hubiera deseado que el flameado del lomito que ordenamos lo hubieran hecho cerca de nosotros pues de lo contrario no le veo ningún sentido el hacerlo y bien se podría hacer en la cocina. El corte de la carne estaba sabroso y las salsas de gorgonzola y pimienta estaban buenas pero nada extraordinarias, de muy baja calificación la ensalada que acompaña las carnes que eran simples hojas de lechuga con un aderezo a base de mostaza, así de simple y sencillo, que no me esperaba de un restaurante de esta categoría. De postre el creme broule estaba sabroso pero nada tampoco que escribir. "
338,"Latina, Internacional, Contemporánea, Centroamericana, Costarricense",positive,"Es un lugar muy agradable bien decorado en una casa antigua de San Jose, la comida fusion tica e internacional me gusto mucho muy bien servido.","Es un lugar muy agradable bien decorado en una casa antigua de San Jose, la comida fusion tica e internacional me gusto mucho muy bien servido."
339,"Italiana, Mediterránea, Europea",positive,"El restaurante ofrece cocina de estilo italiano muy bueno. En general, todos los platos de pasta son muy frescos y elaborados con ingredientes de alta calidad. Los alojamientos del restaurante y el ambiente son excelentes.","El restaurante ofrece cocina de estilo italiano muy bueno. En general, todos los platos de pasta son muy frescos y elaborados con ingredientes de alta calidad. Los alojamientos del restaurante y el ambiente son excelentes."
340,"Bar, Café, Sudamericana",positive,"Ambiente muy tranquilo y bohemio, la música tiene un volumen bajo por lo que se puede conversar cómodamente, la comida estuvo Exc recomiendo las quesadillas vegetarianas, buenas opciones de cerveza artesanal, servicio estuvo bien, en general una experiencia muy agradable!!!","Ambiente muy tranquilo y bohemio, la música tiene un volumen bajo por lo que se puede conversar cómodamente, la comida estuvo Exc recomiendo las quesadillas vegetarianas, buenas opciones de cerveza artesanal, servicio estuvo bien, en general una experiencia muy agradable!!!"
341,"De la India, Estadounidense, Café, Asiática, Del Medio Oriente, Nativo estadounidense",positive,"Pedimos varios platos para compartir y todos estaban increíbles, lo recomiendo es excelente. La atención también fue muy buena y rápida","Pedimos varios platos para compartir y todos estaban increíbles, lo recomiendo es excelente. La atención también fue muy buena y rápida"
342,"Latina, Centroamericana, Costarricense",positive,Comimos aquí en nuestra última noche en San José. El miembro del personal que nos servía era extremadamente cortés y paciente. Probamos el calamar arroz y la lubina con ajo. Ambos eran muy buenos y las porciones eran enormes. Buena relación calidad-precio!,Comimos aquí en nuestra última noche en San José. El miembro del personal que nos servía era extremadamente cortés y paciente. Probamos el calamar arroz y la lubina con ajo. Ambos eran muy buenos y las porciones eran enormes. Buena relación calidad-precio!
343,"Estadounidense, Europea, Británica, Australiana, Costarricense, Bar, Comida rápida",positive,"Visitando con la familia y amigos, Excelente, buenas hamburguesas, agradable local. Recomendado en Jacó.","Visitando con la familia y amigos, Excelente, buenas hamburguesas, agradable local. Recomendado en Jacó."
344,"Latina, Centroamericana, Costarricense, Internacional",positive,Una pequeña parada en el camino de San José a Puntarenas. Co-op de siete House - esposas que gran comida típica Costarricense.,Una pequeña parada en el camino de San José a Puntarenas. Co-op de siete House - esposas que gran comida típica Costarricense.
345,"Pizzería, Internacional, Europea, Delicatessen",positive,"El carpaccio de salmón es delicioso, comida gourmet, buen servicio al cliente y el lugar cuenta con una panadería deliciosa. Además la música en vivo es muy agradable, se pasa un buen rato.","El carpaccio de salmón es delicioso, comida gourmet, buen servicio al cliente y el lugar cuenta con una panadería deliciosa. Además la música en vivo es muy agradable, se pasa un buen rato."
346,"Centroamericana, Costarricense",positive,"Soy vegetariano y fue encantador poder tomar una hamburguesa crudite.La hamburguesa era bueno, y había un montón de opciones frescas ensaladas en el menú.Los precios eran razonables.","Soy vegetariano y fue encantador poder tomar una hamburguesa crudite.La hamburguesa era bueno, y había un montón de opciones frescas ensaladas en el menú.Los precios eran razonables."
347,"Latina, Internacional, Contemporánea, Centroamericana, Costarricense",positive,He ido ya 3 veces en la misma semana y espero ir todo lo que pueda en mi estancia en costa rica. Es de estella Michelin...,He ido ya 3 veces en la misma semana y espero ir todo lo que pueda en mi estancia en costa rica. Es de estella Michelin...
348,"Churrasquería, Mariscos",positive,"Una noche mágica y espectacular, mejor lugar no pudimos haber escogido, gracias infinitas a Geovanny por la atención y al chef Martín por siempre sorprendernos y digustarnos con esa deliciosa combinación de carne y camarones, un mar y tierra exquisito. Mis amigos Colombianos quedaron fascinados de la atención y buen servicio ","Una noche mágica y espectacular, mejor lugar no pudimos haber escogido, gracias infinitas a Geovanny por la atención y al chef Martín por siempre sorprendernos y digustarnos con esa deliciosa combinación de carne y camarones, un mar y tierra exquisito. Mis amigos Colombianos quedaron fascinados de la atención y buen servicio "
349,"Parrilla, Fusión",positive,"El mejor restaurante de la ciudad, pequeño lugar, vienen temprano o hacer una reserva. café excepcional Crusted steak","El mejor restaurante de la ciudad, pequeño lugar, vienen temprano o hacer una reserva. café excepcional Crusted steak"
350,"Internacional, Estadounidense, Saludable, Centroamericana, Costarricense, Contemporánea",positive,"Super bien servicio y atención por parte de Roberto y Luis AndreLa comida estuvo deliciosa, la barra de ensaladas definitivamente de las mejores","Super bien servicio y atención por parte de Roberto y Luis AndreLa comida estuvo deliciosa, la barra de ensaladas definitivamente de las mejores"
