,Tipo_Comida,Calificacion_Comentario,Comentario,Comentario corregido
320,"Bar, Pub, Centroamericana, Costarricense",negative,"La comida era muy buena, pero demasiado caro y como una patada añadido mi dos Bloody Mary's no tenía vodka en ellos. Soy un bebedor experimentado y caminamos lejos sin el menor poco de alcohol en mí. Desde que yo ya estaba patadas en los precios de la comida y no había alcohol, lo conseguí en los dientes. 4 desayunos y 2 BM (no vodka) era de unos 41 dólares de los EE.UU., luego añadir unos 3,50 y 3,50 por impuestos para servidor al total de 47$. Pero la espera, añadir otros 4 dólares como querían 51$ por sus ""cambio"". Este lugar es casi una completa estafa excepto su comida en el desayuno era delicioso! Me puede comer en ningún otro lugar, ya que no puedo estómago estafas!","La comida era muy buena, pero demasiado caro y como una patada añadido mi dos Bloody Mary's no tenía vodka en ellos. Soy un bebedor experimentado y caminamos lejos sin el menor poco de alcohol en mí. Desde que yo ya estaba patadas en los precios de la comida y no había alcohol, lo conseguí en los dientes. 4 desayunos y 2 BM (no vodka) era de unos 41 dólares de los EE.UU., luego añadir unos 3,50 y 3,50 por impuestos para servidor al total de 47$. Pero la espera, añadir otros 4 dólares como querían 51$ por sus ""cambio"". Este lugar es casi una completa estafa excepto su comida en el desayuno era delicioso! Me puede comer en ningún otro lugar, ya que no puedo estómago estafas!"
321,"Latina, Centroamericana, Costarricense",negative,"El lugar es bellísimo y con una vista espectacular. Es lo único rescatable. La comida malita, he comido mejor en una sodita. Los cócteles una tristeza y la atención apenas y básica. A todo lo anterior hay que agregarle que es muy caro en relación a la calidad de comida. Espero no tener que volver!","La comida malita, he comido mejor en una sodita. Los cócteles una tristeza y la atención apenas y básica. A todo lo anterior hay que agregarle que es muy caro en relación a la calidad de comida. Espero no tener que volver!"
322,"Latina, Centroamericana, Costarricense",negative,"Realmente no vale la pena. Mucha gente nos lo recomendó sin embargo estuvo muy lejos de ser lo q esperábamos. La comida esta OK pero no espectacular, el servicio es pésimo, de los peores q me han tocado. el lugar en si deja mucho que desear, manteles de plástico, lugar descuidado. No volvería ni lo recomiendo ","Realmente no vale la pena. Mucha gente nos lo recomendó sin embargo estuvo muy lejos de ser lo q esperábamos. La comida esta OK pero no espectacular, el servicio es pésimo, de los peores q me han tocado. el lugar en si deja mucho que desear, manteles de plástico, lugar descuidado. No volvería ni lo recomiendo "
323,"Churrasquería, Mariscos",negative,"Tengo un condominio en Jaco y seamos sinceros. . hay muchos restaurantes promedio y tal vez un par de buenos. Este lugar no es ninguno. El entorno es realmente agradable y el servicio fue bueno; dada la comida, incluso se podría decir pretencioso. Los entrantes, tapas y croquetas de camarones deberían haber sido un aviso; seco e insípido. Mi esposa tenía las chuletas de cordero y yo tenía pescado. Ambos fueron realmente horribles. Sin especias, sin pizazz. . seco y completamente sin gusto. Y este es un viernes durante la temporada alta. Un $ 100 MUY mal gastado.","Tengo un condominio en Jaco y seamos sinceros. . hay muchos restaurantes promedio y tal vez un par de buenos. Este lugar no es ninguno. El entorno es realmente agradable y el servicio fue bueno; dada la comida, incluso se podría decir pretencioso. Los entrantes, tapas y croquetas de camarones deberían haber sido un aviso; seco e insípido. Mi esposa tenía las chuletas de cordero y yo tenía pescado. Ambos fueron realmente horribles. Sin especias, sin pizazz. . seco y completamente sin gusto. Y este es un viernes durante la temporada alta. Un $ 100 MUY mal gastado."
324,"Latina, Comida rápida, Española, Centroamericana, Costarricense",negative,"Dudo que alguna vez regrese aquí. La comida era normal con un precio increíblemente. Más de 30 por un medio pollo, dos pequeñas a los lados y bebida. Yo le ahorra la vergüenza de preguntar cuánto de nuevo. Un rosti pollo al precio elegante está a menos de $6. Este lugar sólo se aprovechan de la comida rápida, pero el precio está lejos de el sabor y carece de buen precio.","Dudo que alguna vez regrese aquí. La comida era normal con un precio increíblemente. Más de 30 por un medio pollo, dos pequeñas a los lados y bebida. Yo le ahorra la vergüenza de preguntar cuánto de nuevo. Un rosti pollo al precio elegante está a menos de $6. Este lugar sólo se aprovechan de la comida rápida, pero el precio está lejos de el sabor y carece de buen precio."
325,"Costarricense, Bar, Pub, Centroamericana, Gastropub",negative,"Comida regular, precios un poco pasados y una atención descuidada...El lugar sin embargo es agradable, si lo que queremos es estar en la acera viendo gente, algo poco común en esta cuidad.Bien para tomarse algo, y no mucho más.","Comida regular, precios un poco pasados y una atención descuidada...El lugar sin embargo es agradable, si lo que queremos es estar en la acera viendo gente, algo poco común en esta cuidad.Bien para tomarse algo, y no mucho más."
326,"Bar, Pub, Irlandesa, Cervecería",negative,"El lugar no es tan feo. No atienden tan mal. Tampoco es tan caro. La comida es buena pero con poca variedad. Y tiene una enorme variedad de cervezas. Pero para entrar lo registran a uno como si fuera un delincuente. Ese despliegue tan innecesario e intimidante de seguridad habla muy mal de la actitud de los propietarios o bien de algunos clientes, cualquiera de las dos posibilidades fue suficiente en mi caso para decidir no regresar nunca más. Hay otros muchos lugares con perfiles semejantes que no te tratan de una forma tan desagradable..","El lugar no es tan feo. No atienden tan mal. Tampoco es tan caro. La comida es buena pero con poca variedad. Y tiene una enorme variedad de cervezas. Pero para entrar lo registran a uno como si fuera un delincuente. Ese despliegue tan innecesario e intimidante de seguridad habla muy mal de la actitud de los propietarios o bien de algunos clientes, cualquiera de las dos posibilidades fue suficiente en mi caso para decidir no regresar nunca más. Hay otros muchos lugares con perfiles semejantes que no te tratan de una forma tan desagradable.."
327,Café,negative,"Buena comida pero excesivamente cara. Acabo de ir a comer con mi novio y el hermanito, pedimos 2 sandwiches, SÚPER pequeños ( uno de ellos con pan sin gluten por el cual cobran un ojo de la cara, 2000 colones adicional), dos batidos, unas prensadas ""dos tortillas de maíz con queso"", y una limonada que a lo que menos sabe es a limón y pagamos 22 300 colones. Para finalizar, el servicio es pésimo, la muchacha que nos atendió super insoportable . La verdad hay mejores restaurantes órganicos donde los platos son más grandes y más baratos y el adicional por el pan sin gluten es menos de la mitad de lo que cobran aquí.","Buena comida pero excesivamente cara. Acabo de ir a comer con mi novio y el hermanito, pedimos 2 sandwiches, SÚPER pequeños ( uno de ellos con pan sin gluten por el cual cobran un ojo de la cara, 2000 colones adicional), dos batidos, unas prensadas ""dos tortillas de maíz con queso"", y una limonada que a lo que menos sabe es a limón y pagamos 22 300 colones. Para finalizar, el servicio es pésimo, la muchacha que nos atendió super insoportable . La verdad hay mejores restaurantes órganicos donde los platos son más grandes y más baratos y el adicional por el pan sin gluten es menos de la mitad de lo que cobran aquí."
328,"China, Asiática, Mariscos",negative,"Pésima atención, sumamente lento el servicio. Productos de mala calidad: el pescado sabía mal y las ""costillas de cerdo"" era más bien grasa tostada... Malo y Caro. Se come mejor y por menos en otros lugares.","Pésima atención, sumamente lento el servicio. Productos de mala calidad: el pescado sabía mal y las ""costillas de cerdo"" era más bien grasa tostada... Malo y Caro. Se come mejor y por menos en otros lugares."
329,"Latina, Centroamericana, Costarricense",negative,"A pesar de tener una vista maravillosa , la comida y el servicio dejan mucho que desear .  Ninguno de los cuatro platos pedidos cumplió las expectativas !  Precio alto por comida de mala calidad .","A pesar de tener una vista maravillosa , la comida y el servicio dejan mucho que desear .  Ninguno de los cuatro platos pedidos cumplió las expectativas !  Precio alto por comida de mala calidad ."
330,"Churrasquería, Mariscos",negative,No puedo decir nada malo de la comida porque estuvo deliciosa pero el servicio queda debiendo. Casi tuvimos que rogar por el menú y solicitar miles de veces agua porque nunca la sirvieron. ,pero el servicio queda debiendo. Casi tuvimos que rogar por el menú y solicitar miles de veces agua porque nunca la sirvieron. 
331,"Italiana, Mediterránea, Europea, Toscana, Del centro italiano",negative,"un lugar agradable, hermosa decoración, excelente música, sillas cómodas, espaciosas. El servicio es muy malo, los camareros son sin duda practicado cómo no mire a su manera, atacó camarero nosotros con el cuchillo en la mano mientras intentaba explicar el menú. acerca de la lista de vinos que no podía decir, ordenados por la copa un excelente Chardonnay. simplemente tuve una ensalada muy bien presentada pero sencillo. Pero los otros 2 miembros de mi grupo tenía la trufa ravioli relleno, noté que estaba nadando en aceite o mantequilla exceso, y ambos sufrían estómago indigestión y extremadamente terrible molestias toda la noche. Nos comentó que no me iban a riesgo una segunda visita después de una mala experiencia."," El servicio es muy malo, los camareros son sin duda practicado cómo no mire a su manera, atacó camarero nosotros con el cuchillo en la mano mientras intentaba explicar el menú. acerca de la lista de vinos que no podía decir, ordenados por la copa un excelente Chardonnay. simplemente tuve una ensalada muy bien presentada pero sencillo. Pero los otros 2 miembros de mi grupo tenía la trufa ravioli relleno, noté que estaba nadando en aceite o mantequilla exceso, y ambos sufrían estómago indigestión y extremadamente terrible molestias toda la noche. Nos comentó que no me iban a riesgo una segunda visita después de una mala experiencia."
332,"Churrasquería, Argentina",negative,"Mala calidad de carnes, pedimos 3 diferentes cortes y 2 de ellos de mala calidad en realidad se supone que es su especialidad y deja mucho que desear. No vale lo que se paga. Solo el lugar bonito.","Mala calidad de carnes, pedimos 3 diferentes cortes y 2 de ellos de mala calidad en realidad se supone que es su especialidad y deja mucho que desear. No vale lo que se paga. Solo el lugar bonito."
