,Tipo_Comida,Calificacion,Comentario,Calificacion_Comentario
486,"Estadounidense, Mariscos, Centroamericana, Costarricense, Internacional",positive,he viajado mucho y siempre estoy buscando esos tesoros ocultos aquellos fuera de la rutina experiencias que puedes encontrar por conocer a alguien que te dice que local sobre algo increíble y así lo hace y luego quiere decir todo el mundo solía ser un visitante aquí en costa rica luego me dieron la increíble oportunidad de vivir aquí y ahora me voy a un visitante nuevo pero recuerdo la primera vez que oí hablar de aventura y pensamos que ¡qué guay idea después de que finalmente se alrededor a hacerlo que no podía creer que no le había hecho antes y cada vez que vuelvo es tan increíble como recuerdo mi primera vez en realidad está incluso mejor y mi parte favorita está reuniendo a personas que nunca han sido y ver sus reacciones comedor de aventura no es ir a cenar es una experiencia para encontrar escondida lejos de las multitudes experiencia que tienes que ver para entender es como ser transportado a un lugar muy especial donde tienes suerte de haber encontrado este lugar que los propietarios han creado y a ser parte de la misma recuerdo cómo quería casarse aquí y guardar mi recepción aquí a pesar de que yo no era incluso casarse jajaja es ese tipo de espectacular si te encanta hermosa virgen vistas plantas tropicales y sonidos gente amable escondidos tesoros debe asegúrese de ir y saludan a david y cindy para mí son divertidas divertido muy dulce y muy imaginativo han creado este lugar impresionante es un poco para llegar aquí pero conseguir ir vale la pena,5
487,"Mexicana, Estadounidense, Costarricense, Mariscos, Centroamericana",negative,la comida no me gusto para nada pedí un guacamole que no estaba fresco y unos tacos de carne que prácticamente no tenían carne,2
488,"Italiana, Estadounidense, Pizzería",positive,en un país donde la comida es bastante aburrido no utilizar muchas especias la pizzería es el santo grial de pizzerías en el mundo tienen todos los ingredientes frescos y ahora cómo hacer que te sientas como en casa lejos de casa hazte un favor venga a conocer este lugar kevin y joe hará que la derecha,5
489,"Italiana, Estadounidense, Pizzería",positive,no hay pizza en jaco que se pueda comparar a las tiendas pizza es el mejoreste lugar ha recuperado seria desde su nueva adquisición de la propiedad hace un año puedes ver a los propietarios son un apasionado de hacer pizza de calidad porque utilizan ingredientes frescos y locales no tienen altas expectativas para pizza en cr pero estos chicos son realmente poner su cuerpo y alma mantienen sencillo y permitir la comida habla por sí mismo probamos casi cada combinación en el menú normal así como un par de las sugerencias del propietario y nos quedamos muy contentos con todas ellas también tienen sandwiches sopas de pan tazones y alas sus alas fueron algunos de los mejores que he probado en mi vida nos gustó la comida y el servicio que nos comimos aquí por lo menos cuatro veces durante nuestra semana visita pasado juliolos dueños son muy amables e incluso se tomaron el tiempo para familiarizarse con nosotros en una primera base de nombre nos trataron como si fuéramos de la familia desde el primer momento nos fuimosel lugar era también muy limpia incluyendo el aseo como puede ver todo lo que pasa en la cocina mientras su comida es preparada esto es raro en jaco y estar en un país extranjero sin duda apreciamos esta transparencia espero que estos chicos mantener vivir el sueño y la mejor pizza de jaco no cabe duda de que volveremos,5
490,"Italiana, Estadounidense, Pizzería",negative,lo peor pizza en la ciudad y pizza en costa rica está mal para empezar además es bastante caro aunque tienen una media de noche,1
491,"Parrilla, Fusión",positive,muy buena opción de alimentación en jacó en un centro gastronómico que invita a seleccionar lo mejor de la comida internacional muy buena atención y comida alternativa para todos,5
492,"Parrilla, Fusión",positive,todo lo que puedo decir es que la comida el servicio al cliente y el ambiente era maravilloso y sin duda volvería otra vez mi plato estaba la carne tenderloins y era fantástico tan tierno muy delicioso gran trabajo de graffiti volveremos,5
493,"Parrilla, Fusión",positive,el restaurante era increíblemente buena la comida era deliciosa el personal era muy servicial todo el mundo hablaba inglés el restaurante está muy limpio es muy agradable y está muy tranquila,5
494,"Parrilla, Fusión",positive,este es un tesoro escondido con una experiencia magnífica y comida excepcional 10 de 10 de graffiti si quieres una noche chill increíble este es el lugar en el que se haga su paladar cantar,5
495,"Parrilla, Fusión",positive,recientemente tomó unas vacaciones a la hermosa jaco sólo sobre esta joya oído de la gente decidí que era el lugar perfecto para pop la gran pregunta a mi novia el personal no podría haber sido más amable o más precioso en realidad me sentí como si estuviera en una sesión de calvin klein los dueños eran tan agradables que nos compensaron unas rondas de bebidas y postres para mi nuevo novio y i no podría ser más impresionante recomiendo encarecidamente el lomo de ternera tenía la ternura de un filete y el rabil ustedes rock,5
496,"Parrilla, Fusión",negative,siempre elija restaurantes antes según sus críticas en ta teníamos grandes expectativas para graffiti pero ninguno de ellos recibiócómo fue el servicio bien a pesar de personal superando los huéspedes de 4 a 1 fue lenta y muy indiferente el personal era mucho más interesados en hablar entre sí que servir a los clientes nos sentíamos como si representaran a una fiesta privada versus un restaurante público muy extraño y bastante desagradablecómo era la comida el 50 de éxito era un plato caliente y sabroso dos eran inexpresivo y correosos misma suerte en los platos principales uno era bueno y el otro era sosa y podría haber utilizado salmuchos comentarios excelente significa que los cogimos en un muy mal día y eso sucede sólo desearía que no hubiera sucedido nos encantan los pequeños restaurantes únicos y realmente quería este es uno de ellos,2
497,"Parrilla, Fusión",positive,familia de cinco 15 20 por plato selección de la feria de bebidas gran conocedor servidor y la comida estaba muy rica tuve el mahi mahi ennegrecido familia tenía chuletas de cerdo hamburguesa y filete todos disfrutaron de sus comidas,5
498,"Parrilla, Fusión",negative,terminamos en graffiti es porque de las otras críticas al entrar nos quedamos los primeros clientes de la noche la primera bandera roja realmente no sabía qué queríamos tomar pedimos agua eso es cuando nuestra camarera desarrollado una actitud sin importancia no recuerdo su nombre pero ella tenía un tatuaje en su hombro derecho empezamos con los calamares por us800 nos dieron 8 calamares muy pequeño con una pequeña taza de deliciosa salsa mojar para la cena nos pedimos la pasta alfredo de la junta negra de split una vez que la camarera nos enteramos de que sólo estábamos pidiendo un plato nos dieron actitud más por us2100 nos dieron un poco de pasta básica con salsa alfredo y 8 camarones ragu buen tamaño de tipo con un pequeño toque de lejía en ellos y algunos muy sabroso brócoli marie callander podrían poner este plato de negocios un trozo de pan habría sido muy bonito pero yo estaba enferma de la actitud dos partidos diferentes y acabé sentada a ambos lados de nosotros una era regular y no conseguí actitud pero los patrones en el otro lado eran dos chicas que viajan juntos y gestión habló sobre la actitud de la camarera el restaurante es un lugar muy bonito con aspecto que es un poco lejos del centro de la ciudad con un gran potencial rodamiento con extremo cuidado,2
499,"Parrilla, Fusión",positive,no estoy seguro de cómo preparar su carne pero era la mejor carne que he probado en mi vida no puedo parar pensar en ella se admiten perros de maíz de langosta y aperitivo de atún cajún eran alucinantes me encanta este lugar,5
500,"Parrilla, Fusión",positive,todo sobre graffiti es genial las bebidas son point la comida es deliciosa y el personal es muy atento volveré pronto,5
501,"Parrilla, Fusión",negative,comimos en graffiti basándonos en los comentarios en tripadvisor y supongo que tenía mis esperanzas demasiado alto todas las camareras hablaba inglés pero me dieron un mejor servicio en los restaurantes donde principalmente hablaba español el servicio lento es lo que se espera en costa rica pero con el ambiente muy americano nos esperaba un poco más rápido servicio me dieron costillas que estaban bien pero nada especial y mi prometido dieron deslizantes que estaban bien pero cuando estoy visitando un país extranjero no estoy buscando comida americana algunas personas de nuestro grupo nos dieron una cajún camarones plato de pasta que nos dijeron que era la más horrible comida tenían mientras en costa rica,2
502,"Parrilla, Fusión",positive,mi hermana y comimos dos tipos diferentes de cheesecake aquí que eran absolutamente maravilloso también tuvimos una bebida que fueron elaboradas y muy agradable el único inconveniente es que los precios son bastante altos,4
503,"Parrilla, Fusión",positive,esto es algo que debe parar si estás en la zona uno de los mejores restaurantes que he probado no sólo en costa rica pero en mis viajes de san francisco o nueva york restaurantes,5
